GeneNames	Score
PLGRKT	7.70445225152972e-09
ABCG2	7.70385594640385e-09
RS1	7.70226261239861e-09
IL1RAPL1	7.6907077407e-09
RAB3IL1	7.68712119126231e-09
ACYP1	7.68687344823243e-09
CREBRF	7.680448680877e-09
SNTB2	7.67722427742979e-09
SLC17A6	7.67308874168085e-09
ALG1	7.67030461409961e-09
ZHX1	7.67013940020957e-09
UPF3A	7.66603815352127e-09
PHYHD1	7.66600564196257e-09
PYGB	7.66394777448566e-09
GALNTL5	7.66005524847589e-09
IFI27	7.65902930699952e-09
AKTIP	7.65861476763924e-09
WDR24	7.65583394581017e-09
MYO3A	7.65468872733969e-09
SEPT12	7.65434266935155e-09
CETN3	7.65267753527686e-09
ZNF578	7.65044947224146e-09
CARTPT	7.63769234072841e-09
HIST1H2AK	7.63484219906934e-09
RMDN2	7.63300806981324e-09
SAPCD2	7.63300488846682e-09
METAP1	7.63273463440285e-09
PIGU	7.63106978157171e-09
MIEF2	7.63097671392889e-09
OXCT1	7.62235728099471e-09
PHF10	7.61498610326399e-09
PDE5A	7.61018695293135e-09
NOM1	7.60959188265941e-09
NATD1	7.59517937279846e-09
TFF2	7.59294280869025e-09
PRPH	7.58961126655732e-09
ZBTB26	7.57008443821301e-09
ZIC2	7.57000819379946e-09
TMEM150C	7.56790453420175e-09
BCL7B	7.56659630146322e-09
DUOX2	7.56558176519722e-09
CHTF8	7.56202851161713e-09
NAA20	7.55653244957017e-09
GANC	7.55422528182686e-09
PIH1D1	7.55297732772158e-09
POSTN	7.54870596831117e-09
SLPI	7.5455879292614e-09
TRIM4	7.54542854664488e-09
NDUFS1	7.54186362091197e-09
PGP	7.53938868572182e-09
WDR45B	7.53626601933129e-09
STRA13	7.53590005850669e-09
SREK1	7.53206074935337e-09
DMKN	7.52964455452510e-09
MRPS18C	7.52962629962943e-09
TARS2	7.52925884441271e-09
CDK5RAP1	7.52710849109789e-09
BEAN1	7.52688218252954e-09
TRAM1	7.52667899535521e-09
ZNF440	7.52597960542883e-09
HIST1H1D	7.5252262668275e-09
MTIF2	7.5215000660585e-09
RAD51B	7.52146781239339e-09
SCRN1	7.51465978949065e-09
DSC2	7.51410518279885e-09
OVOL2	7.51053812486438e-09
ST3GAL2	7.50956789229406e-09
GPRIN2	7.5039617766136e-09
FOXP2	7.49983582756445e-09
DPF3	7.49947739021334e-09
RAB11FIP4	7.49944233279827e-09
SESN1	7.49851216487442e-09
RPL3L	7.49635408243542e-09
LZIC	7.49466849498264e-09
COX6B2	7.49235085077683e-09
HSPBAP1	7.49173634673715e-09
SOX7	7.49120329649741e-09
EIF5AL1	7.48665646444604e-09
MIR222	7.48651416740661e-09
PAPSS2	7.48638025796664e-09
ADAM19	7.48333038846125e-09
POLR2M	7.48284213418103e-09
FBXO17	7.48180400602998e-09
PIBF1	7.48096337987271e-09
CUEDC1	7.47301646588029e-09
DBI	7.47094398597824e-09
LAMP2	7.46515447522282e-09
RNF219	7.46494059860429e-09
SEPT3	7.46352183976561e-09
TCP11L1	7.45610266280875e-09
SEPT8	7.45427730943696e-09
SNUPN	7.44966892294791e-09
XAGE2	7.44761584355475e-09
ZNF208	7.44750754896071e-09
GATM	7.44602767405221e-09
SLC10A3	7.4439161993912e-09
HDAC10	7.44246489498006e-09
MRPS6	7.43855789474992e-09
PDZD2	7.43842355610452e-09
KRT6A	7.43286326879827e-09
EPS8L1	7.42991326954362e-09
ZGRF1	7.4256375383847e-09
AFG3L2	7.42245333365222e-09
TDRD1	7.41869086720786e-09
RHOXF2	7.41578401046561e-09
HEBP2	7.4042863567033e-09
R3HDM2	7.40250995008585e-09
PKIA	7.39906002618736e-09
IP6K3	7.39402485476021e-09
AVPI1	7.38963737137738e-09
LCE2D	7.38665391492474e-09
DMRTC1	7.3846769851481e-09
GSDMB	7.37791004321223e-09
ANKRD1	7.37760311203485e-09
ECHDC2	7.37626437843004e-09
RALGAPA2	7.37470875389364e-09
DCAF11	7.37413587374067e-09
MICU3	7.37127579516594e-09
KCNAB3	7.36588179129982e-09
CYB5R1	7.36208298793833e-09
LACRT	7.36099842497889e-09
ELP5	7.35791950961233e-09
ZNF317	7.35785332552459e-09
HPCAL1	7.35751578393814e-09
ABCC3	7.35558947839957e-09
FSD1	7.35493389289227e-09
ANTXR2	7.34841537121181e-09
MCMBP	7.34693668891836e-09
CDKL3	7.34368347980859e-09
ZNF143	7.33509210374782e-09
NANS	7.32060719575738e-09
ZNF727	7.31828094976864e-09
KANK1	7.31799740240875e-09
ISCU	7.31676498793737e-09
TNFSF12-TNFSF13	7.31350266778902e-09
ATP6V1H	7.31227558789464e-09
PDCL3	7.30965922300581e-09
GABRG2	7.30917533566225e-09
TMED7	7.30628098252822e-09
KRT86	7.30582351874276e-09
YAE1D1	7.30256508048016e-09
SGTB	7.30239746305175e-09
RNF144A	7.3014537442015e-09
HRASLS2	7.30137920886313e-09
PRRG3	7.29032663698464e-09
TNFRSF21	7.28991392612026e-09
MRPL14	7.28913188306132e-09
SRFBP1	7.28873931067504e-09
RPS4Y1	7.28846075925684e-09
RANBP3L	7.28812289025327e-09
PITPNB	7.28374747302055e-09
CRYGD	7.28157503034642e-09
COL28A1	7.27836228658204e-09
HERC4	7.27816507295954e-09
SIM1	7.2736585234121e-09
SYN3	7.27360383365018e-09
KCNN3	7.27123038475393e-09
PEX5	7.27119694007877e-09
EPB41L4A	7.27038640764438e-09
PTCD3	7.26939352176154e-09
CAMSAP2	7.26827515061808e-09
RLBP1	7.26793026235888e-09
CC2D1A	7.26517522899394e-09
MINA	7.26209830928831e-09
E2F7	7.26162019031039e-09
GABRA3	7.26015481848869e-09
CLCN1	7.25989405860287e-09
FBXO11	7.25964197273204e-09
H2AFJ	7.25928652688232e-09
ARFGEF2	7.25864200564931e-09
KRTCAP2	7.25611531333693e-09
ENTPD6	7.25536177893263e-09
PHF8	7.24695074576261e-09
ATF7IP	7.23911372861231e-09
PMVK	7.23006863559029e-09
FBXL8	7.22939225733772e-09
METTL2B	7.22715751938635e-09
REV1	7.22531293293841e-09
COLQ	7.22361515459782e-09
ZFPM1	7.22230921717795e-09
C15orf59	7.21945097479658e-09
RPUSD2	7.21893161887783e-09
CA9	7.21355408528348e-09
OTUD6A	7.2120485714755e-09
OR52A1	7.21125734764376e-09
ZNF398	7.20988121842446e-09
FTCD	7.20929944525721e-09
NAA25	7.20390463402041e-09
PPP1R3F	7.20157906107343e-09
EVPL	7.19820729035623e-09
ZBTB38	7.19119581183174e-09
DYSF	7.18930086916901e-09
NR1D2	7.1778304467971e-09
NBL1	7.17543432823064e-09
TMEM232	7.17235278297422e-09
VPS36	7.172240626623e-09
USP20	7.1646574481402e-09
PGAP3	7.16338177885978e-09
MRPS9	7.15697229611076e-09
KRTAP13-1	7.15204737531826e-09
WISP1	7.14949613736791e-09
MTMR9	7.14528805256434e-09
GLYAT	7.13248317750224e-09
RNF26	7.13048215863979e-09
MAPKBP1	7.12942054644947e-09
SIK2	7.12237483181181e-09
AK9	7.11842112015159e-09
C12orf43	7.11826721075878e-09
MTRNR2L1	7.11727592343892e-09
BOLA1	7.10827849576348e-09
CCT6B	7.10811663724394e-09
GCDH	7.10783104698277e-09
LHX3	7.1071310934297e-09
RITA1	7.10579328422984e-09
GABRB1	7.09955065556371e-09
GCM2	7.09745540085364e-09
OXA1L	7.09558517655413e-09
BFAR	7.09471887022683e-09
ANKRD6	7.09238108698789e-09
TRMT6	7.0921957719011e-09
ZNF676	7.08895399126017e-09
PCP4L1	7.08806549593993e-09
MDFIC	7.08660208430392e-09
TGM1	7.08377573959852e-09
BAHCC1	7.07808625271604e-09
MMP8	7.07665291721483e-09
MIR331	7.07417560756635e-09
MIR9-1	7.07079819599875e-09
MIR9-2	7.07079819599875e-09
MIR9-3	7.07079819599875e-09
HAND1	7.06381685915857e-09
ATP4B	7.06314694189861e-09
RAB39A	7.06151430859626e-09
RSPO2	7.05826903050338e-09
CHD1	7.05025711569555e-09
EMC8	7.04856127797023e-09
SOX13	7.04715493222889e-09
VAMP1	7.03862709931741e-09
TRAPPC2P1	7.03781600132841e-09
TMEM86B	7.03570031591673e-09
FAM104A	7.02892725875563e-09
CIDEC	7.02826222214928e-09
STOX1	7.0273654879646e-09
DNAJB2	7.02714105365955e-09
ZNF124	7.02229123400322e-09
BCOR	7.0193588477095e-09
KLF3	7.01372476917983e-09
POP1	7.0136855644528e-09
BRSK2	7.01195979442073e-09
MAPK1IP1L	7.00210119807103e-09
FAM129B	6.99521610519394e-09
FMN2	6.98664838235909e-09
SMARCD2	6.98569246260907e-09
SMCP	6.98336766056597e-09
FBN3	6.97897042737489e-09
CARD14	6.97889313050877e-09
RNF103-CHMP3	6.97854910812985e-09
OR6M1	6.97833381537545e-09
NFE2	6.97802820806049e-09
PRR15	6.97540757565561e-09
PARM1	6.97187165803686e-09
CBFA2T2	6.96855586641024e-09
TRIM38	6.96719833974858e-09
ST6GAL1	6.96278509693788e-09
CCDC3	6.96263381076878e-09
SNTB1	6.96210892532031e-09
DNTT	6.95768171674161e-09
ABT1	6.95521226375699e-09
NGFRAP1	6.9540289549917e-09
ZNF396	6.95219008097948e-09
CIR1	6.9511880788043e-09
YTHDF2	6.94738497003544e-09
MRPL1	6.94599436163158e-09
AQP2	6.94597097485976e-09
RAB6B	6.94234802124307e-09
MED9	6.9376982381759e-09
USP17L2	6.93567689037992e-09
SIK3	6.92147189083836e-09
DMAP1	6.91147745907749e-09
ZBTB18	6.91086034842462e-09
GGA1	6.91009115662649e-09
AMOTL1	6.90812561353091e-09
BGLAP	6.90775820915469e-09
HERPUD1	6.9057261363105e-09
TENM1	6.90569120609722e-09
NDRG4	6.90544406516823e-09
CST6	6.90540683783412e-09
IPO8	6.89873410383661e-09
BCO1	6.89799378629978e-09
TMEM14B	6.89703512309823e-09
CACFD1	6.89628488126833e-09
ZNF407	6.89123956771813e-09
ANKRD27	6.89039397567772e-09
NR2F6	6.88357544231495e-09
SIKE1	6.88319051926673e-09
USE1	6.88238191789023e-09
DMRT3	6.87997956747508e-09
SYNJ2BP	6.87969199406076e-09
DFNA5	6.87822482461591e-09
DDX6	6.87580737781407e-09
B3GNT9	6.86695790680155e-09
TRMT61A	6.86574382687357e-09
C11orf87	6.86324679207062e-09
KNOP1	6.85833498168797e-09
AHNAK2	6.85601676687304e-09
RGMB	6.84894421444191e-09
ETFB	6.84856212945401e-09
CRTC3	6.84783040126141e-09
MYH15	6.84609761359385e-09
MYH4	6.84609761359385e-09
ANGPTL2	6.83636491314424e-09
DNAH7	6.83524791246233e-09
RBM38	6.83432585930588e-09
PHKA1	6.83326401777334e-09
SLC25A13	6.83182228680382e-09
GSC	6.83101313814894e-09
SEC24B	6.83036896681977e-09
RPP21	6.82852942858027e-09
YME1L1	6.82784494395928e-09
DNAJC21	6.82461340780425e-09
ANGPTL8	6.82366314353646e-09
WDSUB1	6.82353846517463e-09
UVRAG	6.82259798339229e-09
CYP4F3	6.81820626571441e-09
LAYN	6.81633479294475e-09
GCLM	6.8160325074514e-09
EIF4ENIF1	6.81222732982965e-09
PHC3	6.81036132640628e-09
HOXA11	6.80973213615158e-09
C5orf22	6.80230927568513e-09
CSRNP3	6.80093228540318e-09
TPH1	6.80062120663891e-09
ZFP28	6.79539628890179e-09
MYLK4	6.79525254437114e-09
ZC3H13	6.79421142486324e-09
POLG2	6.79035886322007e-09
RSPH14	6.78813466566917e-09
STXBP3	6.78720233833611e-09
PAICS	6.78606902361783e-09
PDE12	6.78270186611061e-09
AASS	6.77996836861613e-09
RTTN	6.77698058987594e-09
SPANXN3	6.77050441860274e-09
LMAN1L	6.76652039499904e-09
HIST1H1E	6.7663243775331e-09
CXorf56	6.75977271768955e-09
ADAM2	6.7573202335147e-09
HIST1H2AG	6.75504251587724e-09
HSD17B7	6.74147269738543e-09
KRT71	6.73471933062629e-09
ZXDC	6.7305904158388e-09
MRPS5	6.72286043582553e-09
CWC25	6.71783089854012e-09
TTC9C	6.71145953286329e-09
TFPT	6.71018698342668e-09
USP30	6.70880107582893e-09
RBM48	6.7084719907522e-09
ATG16L1	6.70368746134656e-09
OR10R2	6.70217270708427e-09
OR10T2	6.70217270708427e-09
LYPLA1	6.69933512101694e-09
SYCP2	6.69850357402927e-09
MGAM2	6.69141290581913e-09
ZNF133	6.68970002564166e-09
MIRLET7A2	6.68784210781812e-09
MIRLET7A3	6.68784210781812e-09
MIRLET7B	6.68784210781812e-09
MIRLET7D	6.68784210781812e-09
MIRLET7E	6.68784210781812e-09
MIRLET7F1	6.68784210781812e-09
MIRLET7F2	6.68784210781812e-09
MIRLET7G	6.68784210781812e-09
SPOCD1	6.68774340518999e-09
SPATA20	6.68529118174683e-09
KLHL13	6.68413882942961e-09
RADIL	6.67798472786045e-09
ZCCHC11	6.67491061257923e-09
CRNKL1	6.67227886798192e-09
KRTAP23-1	6.67143933926374e-09
PVRL3	6.6683186725257e-09
STK16	6.66630495813265e-09
LGR6	6.66251985400229e-09
TRIM31	6.66195610401283e-09
ANKRD2	6.66084305737636e-09
TSHZ3	6.65783025774289e-09
SYT16	6.65567301738443e-09
NAGA	6.65522316928835e-09
TSR2	6.65246439743896e-09
MARCH6	6.65127793375053e-09
RSU1	6.64223541556344e-09
NUTM1	6.64177234725389e-09
EVI2A	6.63842174246398e-09
CYB5B	6.63839268288689e-09
TRO	6.63618831633179e-09
KLHL38	6.63373362254537e-09
CDX4	6.63079706871435e-09
KIFC2	6.62947670712616e-09
POLL	6.62436344354578e-09
DSTN	6.62380106617280e-09
CNOT6L	6.61915863937055e-09
WWP2	6.60474919433775e-09
CSPP1	6.60395495020599e-09
BATF	6.60224502601142e-09
SMU1	6.60090702006994e-09
SERTAD1	6.59984689311405e-09
KIAA1958	6.5996923586095e-09
SALL2	6.59826631383798e-09
CYP2S1	6.59823752446594e-09
MAEL	6.59739187530131e-09
TDRD9	6.59739187530131e-09
FOXA3	6.59624675327927e-09
OR10J1	6.59432933724626e-09
OR13C3	6.59432933724626e-09
OR14J1	6.59432933724626e-09
OR1C1	6.59432933724626e-09
OR1G1	6.59432933724626e-09
OR1K1	6.59432933724626e-09
OR2K2	6.59432933724626e-09
OR4M1	6.59432933724626e-09
OR4N2	6.59432933724626e-09
OR52D1	6.59432933724626e-09
OR52E2	6.59432933724626e-09
OR56A1	6.59432933724626e-09
OR5V1	6.59432933724626e-09
OR6B1	6.59432933724626e-09
OR6B2	6.59432933724626e-09
OR6F1	6.59432933724626e-09
OR7D4	6.59432933724626e-09
OR7E24	6.59432933724626e-09
OR8B12	6.59432933724626e-09
OR8B2	6.59432933724626e-09
OR8B3	6.59432933724626e-09
OR8G1	6.59432933724626e-09
FBXL16	6.57972111853381e-09
ARID4B	6.57851888978017e-09
SIGLEC6	6.56992080780328e-09
MRPL47	6.56958442280331e-09
ZNF830	6.56936348227312e-09
LENG8	6.56876716278639e-09
TAOK3	6.56669711144462e-09
MTERF1	6.56288075709012e-09
DDX19B	6.56239205769486e-09
FKBP9	6.55622384511046e-09
ZNF138	6.55458142466406e-09
ANO3	6.55192948474015e-09
MIR21	6.54994288325818e-09
HMCN2	6.54781497670389e-09
SPATA3	6.54237369228146e-09
DENND6B	6.54002304010688e-09
PMEPA1	6.5387433410579e-09
MKLN1	6.53540989581426e-09
NDUFA7	6.52518995403721e-09
RTP5	6.5241039389877e-09
ANKFY1	6.51863048515944e-09
ZNF454	6.51703202931433e-09
MOCS2	6.51284816552684e-09
RANBP6	6.50939121565936e-09
OR2M4	6.50794445634441e-09
VEZT	6.50559740910106e-09
PTOV1	6.49580104123358e-09
SLC25A3	6.49233692010196e-09
RNF150	6.49060493681931e-09
RAX2	6.49055704681962e-09
GPR137B	6.49018151066175e-09
REXO1	6.48658738884601e-09
AEBP2	6.48588367115872e-09
TNP2	6.48503483432003e-09
SAT2	6.48426701680441e-09
MTMR12	6.48167689105582e-09
CTR9	6.48102771510865e-09
NYAP2	6.4730513884918e-09
ABHD4	6.47174833401011e-09
BOD1	6.4684021325411e-09
NFU1	6.46819149201874e-09
GPA33	6.465808900398e-09
TEKT5	6.4654283447663e-09
SLC23A2	6.46447930860124e-09
PRR5L	6.46379972302572e-09
CBX6	6.46359258914317e-09
SSBP3	6.46318949044468e-09
ATP6V1B1	6.45794784851782e-09
LSS	6.45711869573183e-09
PCIF1	6.45575871664486e-09
GMEB1	6.45018696558035e-09
NECAB3	6.4478108990965e-09
C14orf79	6.44632814557131e-09
RPF2	6.44533374623232e-09
EIF2B2	6.44214790200579e-09
KLHL5	6.43575376005327e-09
OR2J2	6.43508424338423e-09
DPH2	6.43037418442976e-09
KCTD7	6.42609178900867e-09
C11orf63	6.4217813352482e-09
MACROD1	6.40607311076283e-09
STT3B	6.40396345473268e-09
ACSL6	6.40125120389187e-09
PTPRN	6.40084580093946e-09
CRIM1	6.39854817099563e-09
CREG1	6.39187068563219e-09
PDXK	6.38990854474446e-09
MRPL43	6.38863770702972e-09
ZNRF3	6.38727766882946e-09
SSBP4	6.38566925146258e-09
UGT2A3	6.38206358971716e-09
REC8	6.37947375222861e-09
AGBL1	6.37488693514729e-09
RARRES2	6.37327286024238e-09
GAL3ST1	6.36941218938195e-09
ISL2	6.36671800563275e-09
TADA1	6.36471134811323e-09
LZTFL1	6.3630867274197e-09
ITGB1BP1	6.36290286202569e-09
SURF6	6.3615711680954e-09
BEND3	6.35961943928307e-09
LIN28B	6.35854736273940e-09
TMEM178A	6.35804086538998e-09
SLITRK6	6.35247865795752e-09
HMGXB3	6.345036969533e-09
PTGR1	6.32950029135058e-09
MMP16	6.32912986756302e-09
ZNF10	6.32375753032485e-09
SLC3A1	6.31514511321287e-09
FAM213B	6.31391587433361e-09
OAS3	6.31300932808903e-09
CRELD1	6.31214236012934e-09
GDF15	6.31165355334693e-09
MMS22L	6.30592107964803e-09
GPR39	6.30231835799382e-09
RND3	6.30048386559884e-09
DCTD	6.29965316182319e-09
DCUN1D4	6.29574331287617e-09
MICALL2	6.2944648722552e-09
HSD17B13	6.29370694995881e-09
DGAT2	6.29048044473951e-09
G0S2	6.28993417059369e-09
ACSBG2	6.28318445740414e-09
DHX57	6.28240988460094e-09
BLVRA	6.28088762829326e-09
HSD17B1	6.28036518429591e-09
CABP4	6.28002144847345e-09
SGSH	6.27679110584813e-09
CARHSP1	6.27426067369156e-09
MARK1	6.27362475220473e-09
ATF5	6.27341453316842e-09
CLCA2	6.26960661077633e-09
ATP5I	6.26942065744883e-09
CARKD	6.26854349671159e-09
DPP8	6.26714708505941e-09
TOPORS	6.26648882395205e-09
SIRT3	6.26588894362776e-09
SLC25A12	6.26126356122902e-09
RERE	6.26020057292845e-09
TLK2	6.25759579761597e-09
NAPG	6.24976674887654e-09
KCNF1	6.24391113428590e-09
ERP29	6.23995013730574e-09
SNTG2	6.233432524714e-09
MMS19	6.23106628763101e-09
GPAT3	6.23053892047978e-09
FAM214B	6.22933718086061e-09
EGFLAM	6.22872290284872e-09
HOXD3	6.22753147633853e-09
ORMDL1	6.22194653304615e-09
NEUROG1	6.2206875941981e-09
ACAA2	6.22002290729402e-09
MFNG	6.21624157576085e-09
CHMP6	6.21477965828376e-09
UCP1	6.21238814366425e-09
GFM2	6.21097819282376e-09
NOL10	6.20964647326932e-09
CCNB3	6.20752185420026e-09
ADCK5	6.20577204798156e-09
PPIC	6.20453933527466e-09
GLRA4	6.19905820629665e-09
TMSB4Y	6.1981325022021e-09
KLHDC4	6.18671892991499e-09
ZNF391	6.18058226871482e-09
TBC1D2	6.1779987587642e-09
RIC3	6.17208896605873e-09
SMAGP	6.17192275105724e-09
EIF2A	6.17000813564135e-09
CXADR	6.16986692167738e-09
OR4M2	6.16261842844239e-09
CNGB3	6.15926398006862e-09
KLK6	6.15425114887487e-09
FUBP3	6.15360006555901e-09
CLDN11	6.15348986428152e-09
MT-ND4L	6.15308613087112e-09
FCHSD1	6.14345008517016e-09
GALNT4	6.14278349853047e-09
SDCBP2	6.14252731564329e-09
FRMD5	6.13975661869952e-09
FAM173A	6.13896938854684e-09
PRAME	6.13840808487005e-09
C10orf55	6.13825864120513e-09
CD55	6.12881576486031e-09
HSFX1	6.12439845080768e-09
GARNL3	6.12367744035322e-09
CD177	6.1212080747856e-09
NT5C3B	6.12079694995636e-09
MYO16	6.11946512849005e-09
CAPZA2	6.11726655247358e-09
SCAF8	6.11694151049535e-09
THEMIS2	6.11526552492969e-09
SYT4	6.10960203486127e-09
SYT5	6.10728723977649e-09
DENR	6.10217602153157e-09
MAGEB4	6.09919472967342e-09
DDX31	6.09687865702357e-09
MAK16	6.096565574714e-09
FAM49B	6.09524108434115e-09
ATP23	6.09395538866073e-09
KRT10	6.09341814538079e-09
NDUFA8	6.09130665741824e-09
WDR82	6.08934821593232e-09
RNF152	6.08879190121769e-09
SNX24	6.08799249229900e-09
MIA3	6.08772319762992e-09
GTF2IRD1	6.0864617973258e-09
ULK4	6.08330108032101e-09
RGS7BP	6.0820595260223e-09
NOL8	6.0813774542757e-09
OR51E2	6.07972160375209e-09
PEX14	6.07407455375412e-09
OR10Q1	6.07019944697453e-09
NAB2	6.06114070513442e-09
SPATA8	6.05540193897546e-09
TSPAN1	6.05268327196234e-09
GABRD	6.05126319403676e-09
ASB7	6.04796231739928e-09
NUDT16L1	6.04685930845778e-09
GABPA	6.03923694534385e-09
RAB27B	6.03401770815264e-09
NSRP1	6.03275830277432e-09
C1orf186	6.03177522926258e-09
PRPF38B	6.03082358359988e-09
CDCP1	6.03010024743365e-09
MIR20A	6.02885624886481e-09
ABCB11	6.02722015535654e-09
CA2	6.02465254161975e-09
SSH2	6.02367072423691e-09
C10orf62	6.02252731869676e-09
UTP14C	6.02225014776433e-09
LRWD1	6.02005407464164e-09
ARL6IP6	6.01723820854009e-09
TMOD2	6.01534351988795e-09
HOXB9	6.01281541393255e-09
CFHR5	6.01202762051626e-09
ARL11	6.01094228999795e-09
IFT81	6.00952550796012e-09
PIGQ	6.00885736790881e-09
KIF3C	6.00861388551942e-09
TPMT	6.00451657616508e-09
ARL6	6.00260413160644e-09
UGT2B10	6.00191484283003e-09
NUDT10	6.00133027284979e-09
FBXO33	6.00124640938227e-09
BRINP3	6.00089330167602e-09
IL1RL1	5.99844584389763e-09
ZNF468	5.99750022398939e-09
CNPY2	5.99180418693017e-09
MTR	5.99047227844192e-09
AIPL1	5.98444295782506e-09
TOR1AIP1	5.9752089107771e-09
PDLIM2	5.97489050145682e-09
BCL2L14	5.96979937939349e-09
KDM2A	5.96774027726051e-09
TGFBR3	5.96624748974818e-09
CYP2B6	5.96459783192104e-09
ACSS3	5.94658639236587e-09
PEF1	5.94579328470304e-09
STEAP3	5.94510993563844e-09
HNRNPLL	5.93987477007178e-09
DGAT2L6	5.93405208575474e-09
ZNF587	5.93280623074871e-09
PLEKHN1	5.93191594142155e-09
NDUFB6	5.93079229718815e-09
ATG9B	5.929601180316e-09
ERP27	5.92939517319805e-09
HOXB8	5.92858458548895e-09
GSG2	5.92778360485536e-09
BBS5	5.92575817991607e-09
CCDC107	5.92317545761218e-09
NAV3	5.91883275130164e-09
NMT2	5.91748788662194e-09
MELTF	5.91619977880097e-09
GAMT	5.91329188802119e-09
TAF7L	5.91293175659561e-09
UFM1	5.90803840445514e-09
MIR1-1	5.9075619682115e-09
MIR1-2	5.9075619682115e-09
TRUB1	5.90745476864641e-09
GFM1	5.9066388287939e-09
SEMA5A	5.90383218868998e-09
HP1BP3	5.90035953454059e-09
CRYBA1	5.89678567855281e-09
DTNB	5.89621579702846e-09
DSC1	5.89381101442171e-09
GPD1L	5.89375025187347e-09
OPA3	5.89179349047303e-09
BTBD2	5.88931573724048e-09
RTN1	5.88924156064897e-09
TTC19	5.88900835880737e-09
CYP1A1	5.88694895024533e-09
TDRD12	5.88483606308144e-09
TMOD4	5.87777036395395e-09
KLF10	5.8765976438209e-09
ITPRIPL1	5.87534558966978e-09
DYNLRB1	5.87384216138801e-09
SUPT4H1	5.87327232821424e-09
PHOX2A	5.86874513426257e-09
UBR2	5.86798084115704e-09
MRGPRF	5.86471177943879e-09
DDX10	5.86415808084653e-09
NRM	5.85870684874952e-09
NTPCR	5.85826356901579e-09
MLF1	5.85439690061849e-09
KRT6B	5.85266080738812e-09
RAB12	5.84797172717569e-09
POM121L8P	5.84760275558201e-09
MBL2	5.84385830548926e-09
PLAG1	5.84169828262819e-09
DAD1	5.84009977730575e-09
WDR3	5.83914452563461e-09
HOXD9	5.833564533179e-09
YOD1	5.8277365387465e-09
FAM20B	5.8246408407105e-09
CDK2AP1	5.82419107536645e-09
PPP4R3B	5.82401919949194e-09
TSSK2	5.82110038517439e-09
PAMR1	5.8209934146938e-09
TMEM106C	5.81939681442368e-09
ZNF844	5.81617192749174e-09
DCD	5.81477395155287e-09
ZNF436	5.81353688440975e-09
TDO2	5.81081634541937e-09
PRX	5.80328850102853e-09
POLR3H	5.79986229775915e-09
SERPINA2	5.79607167514822e-09
SRP68	5.79556753919896e-09
GCN1	5.79519033312646e-09
CNGB1	5.79453685244918e-09
TSSK3	5.77933449918176e-09
FAM74A4	5.77920336433377e-09
SP140L	5.77875256037303e-09
TPBG	5.77520693756341e-09
ZNF839	5.76220221869448e-09
DNAAF2	5.7616038012507e-09
ODAM	5.75431427258721e-09
TPPP3	5.75325463964324e-09
RASSF8	5.74781357662367e-09
PRODH2	5.74638639012985e-09
ADH7	5.7456601277425e-09
ABCD4	5.74535198962426e-09
HOXB2	5.74454757903441e-09
TLK1	5.74192557755394e-09
TMA7	5.74046349442472e-09
P4HA1	5.74024265840573e-09
SAR1A	5.73611752386025e-09
C19orf43	5.73445068461309e-09
NCS1	5.73113641687245e-09
ANKRD55	5.72783192937187e-09
SERPINB3	5.72691600842739e-09
STX8	5.72331860266915e-09
INIP	5.71228907959478e-09
RCN1	5.7096992633424e-09
WDR75	5.70826261430481e-09
ZNF646	5.7078714066695e-09
SERF2	5.7038830455964e-09
RTFDC1	5.70337983714912e-09
KCTD10	5.70122614906437e-09
MYDGF	5.70026643337843e-09
B4GALT3	5.6998417770388e-09
TOMM70	5.69665701005916e-09
SSR4	5.69624078212639e-09
DPH3	5.69434864415643e-09
CPOX	5.69177507102939e-09
ZFP91	5.68741946910033e-09
HIST1H2AD	5.68699989925457e-09
ARRDC1	5.68659330377508e-09
EHD3	5.68414232346622e-09
COQ8A	5.68170717209443e-09
SSPN	5.67833107328383e-09
UGGT1	5.67616949887697e-09
RFTN2	5.67043938563408e-09
POLN	5.67006749864466e-09
POLB	5.66748024747341e-09
TMEM8B	5.66569023837129e-09
VWA5A	5.66539862908431e-09
PHKG2	5.66445250495424e-09
ANKHD1	5.66409097056811e-09
ADCK3	5.65895246753018e-09
GPATCH2L	5.65733620321948e-09
IL32	5.65502845329038e-09
RSPH3	5.64967733324851e-09
ZNF71	5.64714394873288e-09
MALL	5.64013066396575e-09
MIR221	5.64012467364585e-09
GBP3	5.63955091456707e-09
PAH	5.63843445758563e-09
STOML3	5.63841993172633e-09
ZNF32	5.63326382204749e-09
POFUT2	5.62882009697589e-09
ZNF266	5.62588066913984e-09
HTATSF1	5.61686688326503e-09
RBMX2	5.61446647750898e-09
THUMPD2	5.61307374571679e-09
HYAL3	5.61224737786002e-09
DUSP13	5.6119862336937e-09
SYT3	5.61053802833194e-09
ASZ1	5.61026957845938e-09
IQUB	5.60187009949369e-09
SLC36A2	5.60125336098067e-09
ARRDC5	5.59803762942063e-09
MAK	5.59342664412047e-09
HNRNPDL	5.58216382580134e-09
CLCN4	5.58184900234567e-09
CIDEB	5.58024198640115e-09
MAP6	5.58000539102705e-09
OR2C3	5.57994043274996e-09
PLLP	5.57412459947478e-09
ACBD6	5.57309742403755e-09
ASB4	5.5711402971143e-09
NLN	5.57068074768854e-09
